name,path,n_products,micro_bias_mult,micro_take_edge,min_edge,returncode,total_pnl,day_2,day_3,day_4,stdout_tail
focus_totalpos_m1p0_t4p0_e1p0,research/round5/generated_traders/focus_totalpos_m1p0_t4p0_e1p0.py,38,1.0,4.0,1.0,0,553005.5,180407.5,179141.5,193456.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t4p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t4p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7243    180407.50  runs/backtest-1777385869932-round5-day+2
D+3               3    10000        8802    179141.50  runs/backtest-1777385869932-round5-day+3
D+4               4    10000        7892    193456.50  runs/backtest-1777385869932-round5-day+4
TOTAL             -    30000       23937    553005.50  -
"
focus_totalpos_m1p0_t3p5_e0p5,research/round5/generated_traders/focus_totalpos_m1p0_t3p5_e0p5.py,38,1.0,3.5,0.5,0,552660.5,183285.5,185155.5,184219.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t3p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t3p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7292    183285.50  runs/backtest-1777385861949-round5-day+2
D+3               3    10000        8855    185155.50  runs/backtest-1777385861949-round5-day+3
D+4               4    10000        7942    184219.50  runs/backtest-1777385861949-round5-day+4
TOTAL             -    30000       24089    552660.50  -
"
focus_totalpos_m0p75_t4p5_e0p0,research/round5/generated_traders/focus_totalpos_m0p75_t4p5_e0p0.py,38,0.75,4.5,0.0,0,552576.5,160461.5,170432.5,221682.5,"che
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.07s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t4p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t4p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7174    160461.50  runs/backtest-1777385830180-round5-day+2
D+3               3    10000        8737    170432.50  runs/backtest-1777385830180-round5-day+3
D+4               4    10000        7842    221682.50  runs/backtest-1777385830180-round5-day+4
TOTAL             -    30000       23753    552576.50  -
"
focus_totalpos_m0p75_t4p5_e1p0,research/round5/generated_traders/focus_totalpos_m0p75_t4p5_e1p0.py,38,0.75,4.5,1.0,0,552393.5,160060.5,170010.5,222322.5,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t4p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t4p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7128    160060.50  runs/backtest-1777385838094-round5-day+2
D+3               3    10000        8680    170010.50  runs/backtest-1777385838094-round5-day+3
D+4               4    10000        7804    222322.50  runs/backtest-1777385838094-round5-day+4
TOTAL             -    30000       23612    552393.50  -
"
focus_totalpos_m0p75_t4p5_e0p5,research/round5/generated_traders/focus_totalpos_m0p75_t4p5_e0p5.py,38,0.75,4.5,0.5,0,552320.0,160474.5,170645.0,221200.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.08s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t4p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t4p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7152    160474.50  runs/backtest-1777385830168-round5-day+2
D+3               3    10000        8728    170645.00  runs/backtest-1777385830168-round5-day+3
D+4               4    10000        7829    221200.50  runs/backtest-1777385830168-round5-day+4
TOTAL             -    30000       23709    552320.00  -
"
focus_totalpos_m0p75_t4p0_e1p0,research/round5/generated_traders/focus_totalpos_m0p75_t4p0_e1p0.py,38,0.75,4.0,1.0,0,552238.5,163454.5,166197.5,222586.5,"cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t4p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t4p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7147    163454.50  runs/backtest-1777385830186-round5-day+2
D+3               3    10000        8694    166197.50  runs/backtest-1777385830186-round5-day+3
D+4               4    10000        7820    222586.50  runs/backtest-1777385830186-round5-day+4
TOTAL             -    30000       23661    552238.50  -
"
focus_totalpos_m1p0_t3p5_e1p0,research/round5/generated_traders/focus_totalpos_m1p0_t3p5_e1p0.py,38,1.0,3.5,1.0,0,551601.5,184639.5,182936.5,184025.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t3p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t3p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7269    184639.50  runs/backtest-1777385861942-round5-day+2
D+3               3    10000        8818    182936.50  runs/backtest-1777385861942-round5-day+3
D+4               4    10000        7923    184025.50  runs/backtest-1777385861942-round5-day+4
TOTAL             -    30000       24010    551601.50  -
"
focus_totalpos_m1p0_t3p5_e0p0,research/round5/generated_traders/focus_totalpos_m1p0_t3p5_e0p0.py,38,1.0,3.5,0.0,0,551478.5,181781.5,185146.5,184550.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t3p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t3p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7302    181781.50  runs/backtest-1777385861955-round5-day+2
D+3               3    10000        8860    185146.50  runs/backtest-1777385861955-round5-day+3
D+4               4    10000        7946    184550.50  runs/backtest-1777385861955-round5-day+4
TOTAL             -    30000       24108    551478.50  -
"
focus_totalpos_m0p75_t4p0_e0p0,research/round5/generated_traders/focus_totalpos_m0p75_t4p0_e0p0.py,38,0.75,4.0,0.0,0,551384.5,163785.5,165922.5,221676.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t4p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t4p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7192    163785.50  runs/backtest-1777385822099-round5-day+2
D+3               3    10000        8750    165922.50  runs/backtest-1777385822099-round5-day+3
D+4               4    10000        7859    221676.50  runs/backtest-1777385822099-round5-day+4
TOTAL             -    30000       23801    551384.50  -
"
focus_totalpos_m1p0_t4p5_e0p5,research/round5/generated_traders/focus_totalpos_m1p0_t4p5_e0p5.py,38,1.0,4.5,0.5,0,551300.5,173309.5,180200.5,197790.5,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t4p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t4p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7228    173309.50  runs/backtest-1777385877842-round5-day+2
D+3               3    10000        8822    180200.50  runs/backtest-1777385877842-round5-day+3
D+4               4    10000        7883    197790.50  runs/backtest-1777385877842-round5-day+4
TOTAL             -    30000       23933    551300.50  -
"
focus_totalpos_m0p75_t4p0_e0p5,research/round5/generated_traders/focus_totalpos_m0p75_t4p0_e0p5.py,38,0.75,4.0,0.5,0,551143.0,163877.5,166039.0,221226.5,"che
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.08s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t4p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t4p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7171    163877.50  runs/backtest-1777385830175-round5-day+2
D+3               3    10000        8743    166039.00  runs/backtest-1777385830175-round5-day+3
D+4               4    10000        7846    221226.50  runs/backtest-1777385830175-round5-day+4
TOTAL             -    30000       23760    551143.00  -
"
focus_totalpos_m0p5_t3p0_e0p5,research/round5/generated_traders/focus_totalpos_m0p5_t3p0_e0p5.py,38,0.5,3.0,0.5,0,551120.0,171641.5,166885.0,212593.5,"cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.10s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p5_t3p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p5_t3p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7158    171641.50  runs/backtest-1777385774080-round5-day+2
D+3               3    10000        8684    166885.00  runs/backtest-1777385774080-round5-day+3
D+4               4    10000        7784    212593.50  runs/backtest-1777385774080-round5-day+4
TOTAL             -    30000       23626    551120.00  -
"
focus_robust_m1p0_t4p0_e0p5,research/round5/generated_traders/focus_robust_m1p0_t4p0_e0p5.py,41,1.0,4.0,0.5,0,550963.5,171245.5,175888.0,203830.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t4p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t4p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7838    171245.50  runs/backtest-1777386164279-round5-day+2
D+3               3    10000        9532    175888.00  runs/backtest-1777386164279-round5-day+3
D+4               4    10000        8522    203830.00  runs/backtest-1777386164279-round5-day+4
TOTAL             -    30000       25892    550963.50  -
"
focus_totalpos_m0p75_t3p0_e0p0,research/round5/generated_traders/focus_totalpos_m0p75_t3p0_e0p0.py,38,0.75,3.0,0.0,0,550473.5,161974.5,177057.5,211441.5,"che
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t3p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t3p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7208    161974.50  runs/backtest-1777385814140-round5-day+2
D+3               3    10000        8820    177057.50  runs/backtest-1777385814140-round5-day+3
D+4               4    10000        7903    211441.50  runs/backtest-1777385814140-round5-day+4
TOTAL             -    30000       23931    550473.50  -
"
focus_totalpos_m1p0_t4p5_e0p0,research/round5/generated_traders/focus_totalpos_m1p0_t4p5_e0p0.py,38,1.0,4.5,0.0,0,550326.5,171806.5,180273.5,198246.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t4p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t4p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7239    171806.50  runs/backtest-1777385869939-round5-day+2
D+3               3    10000        8828    180273.50  runs/backtest-1777385869939-round5-day+3
D+4               4    10000        7890    198246.50  runs/backtest-1777385869939-round5-day+4
TOTAL             -    30000       23957    550326.50  -
"
focus_totalpos_m1p25_t4p5_e0p5,research/round5/generated_traders/focus_totalpos_m1p25_t4p5_e0p5.py,38,1.25,4.5,0.5,0,550275.5,187015.5,183679.5,179580.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t4p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t4p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7325    187015.50  runs/backtest-1777385917442-round5-day+2
D+3               3    10000        8884    183679.50  runs/backtest-1777385917442-round5-day+3
D+4               4    10000        7969    179580.50  runs/backtest-1777385917442-round5-day+4
TOTAL             -    30000       24178    550275.50  -
"
focus_robust_m1p0_t4p0_e0p0,research/round5/generated_traders/focus_robust_m1p0_t4p0_e0p0.py,41,1.0,4.0,0.0,0,549977.5,169729.5,175929.0,204319.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t4p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t4p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7848    169729.50  runs/backtest-1777386157094-round5-day+2
D+3               3    10000        9538    175929.00  runs/backtest-1777386157094-round5-day+3
D+4               4    10000        8528    204319.00  runs/backtest-1777386157094-round5-day+4
TOTAL             -    30000       25914    549977.50  -
"
focus_totalpos_m1p25_t5p0_e0p5,research/round5/generated_traders/focus_totalpos_m1p25_t5p0_e0p5.py,38,1.25,5.0,0.5,0,549663.5,184509.5,184613.5,180540.5,"   Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on shared package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t5p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t5p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7296    184509.50  runs/backtest-1777385925283-round5-day+2
D+3               3    10000        8873    184613.50  runs/backtest-1777385925283-round5-day+3
D+4               4    10000        7951    180540.50  runs/backtest-1777385925283-round5-day+4
TOTAL             -    30000       24120    549663.50  -
"
focus_totalpos_m0p75_t3p0_e0p5,research/round5/generated_traders/focus_totalpos_m0p75_t3p0_e0p5.py,38,0.75,3.0,0.5,0,549586.0,161816.5,177236.0,210533.5,"che
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t3p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t3p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7190    161816.50  runs/backtest-1777385814148-round5-day+2
D+3               3    10000        8810    177236.00  runs/backtest-1777385814148-round5-day+3
D+4               4    10000        7886    210533.50  runs/backtest-1777385814148-round5-day+4
TOTAL             -    30000       23886    549586.00  -
"
focus_robust_m1p0_t4p0_e1p0,research/round5/generated_traders/focus_robust_m1p0_t4p0_e1p0.py,41,1.0,4.0,1.0,0,549545.5,172809.5,173255.0,203481.0,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t4p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t4p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7813    172809.50  runs/backtest-1777386164267-round5-day+2
D+3               3    10000        9493    173255.00  runs/backtest-1777386164267-round5-day+3
D+4               4    10000        8501    203481.00  runs/backtest-1777386164267-round5-day+4
TOTAL             -    30000       25807    549545.50  -
"
focus_totalpos_m0p75_t3p0_e1p0,research/round5/generated_traders/focus_totalpos_m0p75_t3p0_e1p0.py,38,0.75,3.0,1.0,0,549218.5,161734.5,176583.5,210900.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t3p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t3p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7166    161734.50  runs/backtest-1777385814126-round5-day+2
D+3               3    10000        8758    176583.50  runs/backtest-1777385814126-round5-day+3
D+4               4    10000        7854    210900.50  runs/backtest-1777385814126-round5-day+4
TOTAL             -    30000       23778    549218.50  -
"
focus_robust_m1p0_t3p5_e0p5,research/round5/generated_traders/focus_robust_m1p0_t3p5_e0p5.py,41,1.0,3.5,0.5,0,549166.5,175687.5,179269.0,194210.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t3p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t3p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7862    175687.50  runs/backtest-1777386156261-round5-day+2
D+3               3    10000        9546    179269.00  runs/backtest-1777386156261-round5-day+3
D+4               4    10000        8552    194210.00  runs/backtest-1777386156261-round5-day+4
TOTAL             -    30000       25960    549166.50  -
"
focus_robust_m0p75_t4p5_e0p0,research/round5/generated_traders/focus_robust_m0p75_t4p5_e0p0.py,41,0.75,4.5,0.0,0,549082.5,152863.5,164546.0,231673.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p75_t4p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p75_t4p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7744    152863.50  runs/backtest-1777386124083-round5-day+2
D+3               3    10000        9428    164546.00  runs/backtest-1777386124083-round5-day+3
D+4               4    10000        8452    231673.00  runs/backtest-1777386124083-round5-day+4
TOTAL             -    30000       25624    549082.50  -
"
